Molecule,Atom,x_coord,y_coord,z_coord,sigma_iso,sigma_xx,sigma_yy,sigma_zz,dia_sigma_xx,dia_sigma_yy,dia_sigma_zz,para_sigma_xx,para_sigma_yy,para_sigma_zz,sigma_11,sigma_22,sigma_33,s_tot_symmetry,span,skew
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 56H :,-3.67284,-0.32653,-11.04041,31.06,47.46,23.46,22.25,0.64,41.17,154.85,-132.55,22.89,6.16,22.25,23.46,47.46,0,25.21,-0.9
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 58H :,-2.50759,-1.75085,-12.13052,17.25,36.58,10.87,4.31,131.69,40.68,61.14,-122.48,-36.55,-22.72,4.31,10.87,36.58,0,32.27,-0.59
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 60H :,-1.21105,-2.26606,-12.34584,30.36,25.49,30.15,35.45,101.87,78.39,23.79,-75.28,-47.23,9.54,25.49,30.15,35.45,0,9.96,-0.06
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 61H :,2.06614,-2.26271,-14.33433,31.06,47.58,23.39,22.2,90.59,113.1,-27.37,49.57,-70.91,-61.82,22.2,23.39,47.58,0,25.38,-0.91
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 62H :,-3.05617,-3.70143,-15.43508,26.44,37.4,19.55,22.37,24.84,49.87,63.43,-42.77,-12.92,-3.14,19.55,22.37,37.4,0,17.85,-0.68
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 63H :,-0.20716,-3.15713,-16.57412,23.76,33.97,22.25,15.05,86.61,37.6,15.71,-53.79,-15.43,0.57,15.05,22.25,33.97,0,18.92,-0.24
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 64H :,-3.64618,-2.26946,-12.97424,27.55,42.09,19.27,21.3,77.79,-22.06,15.07,-37.46,43.12,6.2,19.27,21.3,42.09,0,22.82,-0.82
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 65H :,-4.58558,-2.02912,-12.46536,23.58,34.35,14.14,22.26,9.65,63.76,38.79,20.16,-43.44,-18.16,14.14,22.26,34.35,0,20.21,-0.2
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 2C :,-3.63086,-3.36289,-13.04152,152.14,134.68,164.49,157.26,318.69,188.42,227.76,-166.7,-24.4,-87.36,134.68,157.26,164.49,0,29.81,0.52
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 5C :,-3.67186,-1.63971,-14.35326,47.89,162.42,21.98,-40.72,256.0,285.69,313.19,-106.9,-288.63,-315.66,-40.72,21.98,162.42,0,203.14,-0.38
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 6C :,-3.9616,-0.28059,-14.4534,42.22,165.85,-66.03,26.84,205.18,313.91,294.47,-59.19,-367.37,-260.34,-66.03,26.84,165.85,0,231.88,-0.2
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 8C :,-4.26639,0.26235,-13.56389,54.92,177.33,-52.97,40.39,232.27,325.13,280.1,-77.81,-262.41,-332.54,-52.97,40.39,177.33,0,230.3,-0.19
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 10C :,-3.86508,0.37227,-15.67146,40.81,166.23,24.45,-68.25,236.22,334.63,285.82,-112.82,-349.06,-272.36,-68.25,24.45,166.23,0,234.48,-0.21
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 12C :,-4.13466,1.42199,-15.74103,47.02,163.84,-37.28,14.51,289.09,227.44,257.35,-70.61,-325.33,-236.86,-37.28,14.51,163.84,0,201.12,-0.48
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 13C :,-3.41889,-0.29236,-16.78652,152.45,133.67,165.24,158.45,332.09,243.27,264.82,-167.46,-85.37,-129.98,133.67,158.45,165.24,0,31.57,0.57
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 16C :,-3.30176,0.23385,-17.72915,39.73,162.94,-38.32,-5.42,333.31,239.81,259.5,-80.6,-367.14,-265.68,-38.32,-5.42,162.94,0,201.26,-0.67
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 17C :,-3.10266,-1.66591,-16.73126,43.78,-59.68,33.23,157.78,340.17,283.35,259.83,-375.14,-252.11,-124.77,-59.68,33.23,157.78,0,217.46,-0.15
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 19C :,-2.49736,-2.31516,-17.95972,52.19,177.24,34.82,-55.49,319.47,245.88,278.85,-101.06,-283.83,-302.74,-55.49,34.82,177.24,0,232.73,-0.22
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 21C :,-2.47907,-3.407,-17.86462,48.23,-52.79,39.23,158.25,345.08,258.49,268.8,-376.65,-110.22,-240.81,-52.79,39.23,158.25,0,211.04,-0.13
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 23C :,-3.14888,-2.11605,-18.81737,43.69,-42.42,15.25,158.24,323.43,280.52,257.74,-351.7,-257.62,-121.29,-42.42,15.25,158.24,0,200.66,-0.43
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 24C :,-1.12737,-1.77181,-18.26735,27.15,-74.97,34.66,121.76,244.92,340.93,309.35,-181.14,-298.01,-334.6,-74.97,34.66,121.76,0,196.73,0.11
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 25C :,-0.91658,-0.74033,-19.18898,21.33,111.2,-66.68,19.47,208.43,284.86,255.2,-98.26,-327.56,-258.67,-66.68,19.47,111.2,0,177.88,-0.03
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 28C :,-1.75776,-0.38293,-19.77633,153.05,135.41,164.99,158.76,198.22,320.76,270.42,-60.2,-156.85,-113.18,135.41,158.76,164.99,0,29.58,0.58
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 31C :,0.34176,-0.19192,-19.37488,45.4,163.75,13.7,-41.25,284.61,196.01,231.16,-56.51,-219.46,-299.61,-41.25,13.7,163.75,0,205.0,-0.46
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 32C :,0.49023,0.59144,-20.11041,40.26,166.27,-67.3,21.81,320.52,216.75,264.34,-116.21,-260.12,-304.51,-67.3,21.81,166.27,0,233.57,-0.24
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 34C :,1.40802,-0.66952,-18.64383,51.23,178.61,-57.29,32.37,318.74,199.63,245.84,-56.9,-335.53,-218.08,-57.29,32.37,178.61,0,235.9,-0.24
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 36C :,2.40209,-0.26185,-18.80495,41.1,166.78,22.47,-65.95,163.3,335.01,255.42,-45.27,-377.01,-208.16,-65.95,22.47,166.78,0,232.73,-0.24
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 38C :,1.26331,-1.70665,-17.72336,46.07,163.52,-41.23,15.91,196.58,307.57,360.04,-114.01,-270.93,-341.05,-41.23,15.91,163.52,0,204.75,-0.44
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 39C :,-0.02275,-2.248,-17.50932,153.87,136.19,166.13,159.3,144.5,274.1,229.91,17.36,-115.41,-88.83,136.19,159.3,166.13,0,29.94,0.54
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 42C :,-3.29932,-2.31449,-15.5209,41.89,158.17,-44.21,11.7,293.65,225.87,209.13,-298.32,-236.0,-68.66,-44.21,11.7,158.17,0,202.38,-0.45
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 43C :,-0.634,-1.73327,-14.92549,45.5,-56.98,35.38,158.11,169.77,217.67,295.32,-312.18,-171.76,-62.31,-56.98,35.38,158.11,0,215.09,-0.14
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 45C :,-0.61955,-2.22075,-14.04083,51.75,177.45,33.74,-55.93,286.81,248.93,226.17,-49.43,-215.11,-342.11,-55.93,33.74,177.45,0,233.38,-0.23
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 47C :,-0.34639,0.24638,-16.01492,45.97,-55.58,35.63,157.86,197.49,291.97,240.45,-303.13,-206.35,-82.52,-55.58,35.63,157.86,0,213.44,-0.15
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 49C :,-0.35573,1.25022,-16.04481,43.84,163.24,-33.13,1.42,212.1,262.22,287.75,-93.08,-237.6,-299.85,-33.13,1.42,163.24,0,196.37,-0.65
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 50C :,-0.07021,-0.24149,-16.85674,28.03,-74.96,36.96,122.08,135.9,231.58,298.82,-23.25,-201.27,-357.7,-74.96,36.96,122.08,0,197.04,0.14
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 51C :,-0.64706,-0.41677,-14.92389,27.06,-66.57,105.97,41.77,140.23,288.82,309.54,-72.41,-224.18,-360.83,-66.57,41.77,105.97,0,172.54,0.26
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 57C :,-0.16135,-2.20342,-15.68304,30.12,135.25,-31.91,-12.99,331.5,244.73,264.05,-109.81,-354.95,-285.17,-31.91,-12.99,135.25,0,167.16,-0.77
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 52N :,-0.9608,0.23763,-13.83124,119.59,204.49,64.76,89.52,310.34,355.06,431.5,-116.6,-270.96,-350.57,64.76,89.52,204.49,0,139.73,-0.65
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 54N :,-0.9621,1.24135,-13.79599,163.99,111.55,185.65,194.77,219.82,333.58,421.4,-32.75,-185.19,-264.89,111.55,185.65,194.77,0,83.22,0.78
KLaL_cation_pi_RCCE_opt_neg1p3.xyz,Nucleus 59N :,-1.16151,-0.25861,-12.97253,163.49,110.82,186.82,192.83,419.43,307.8,377.09,-231.84,-254.87,-127.15,110.82,186.82,192.83,0,82.01,0.85
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 3H :,1.85056,-3.65399,-14.42354,27.51,34.59,24.8,23.14,-83.73,78.82,19.25,109.94,-48.55,6.8,23.14,24.8,34.59,0,11.45,-0.71
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 4H :,-1.00867,-3.16908,-13.28325,26.9,23.17,27.57,29.97,-61.52,11.44,97.89,86.67,16.51,-70.3,23.17,27.57,29.97,0,6.8,0.3
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 7H :,2.41198,-2.20461,-16.88088,24.23,29.62,22.91,20.17,-54.57,59.7,96.33,79.3,-34.67,-73.38,20.17,22.91,29.62,0,9.45,-0.42
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 9H :,3.34765,-1.9455,-17.38756,24.77,20.52,26.47,27.33,12.2,81.02,64.71,13.64,-55.03,-42.23,20.52,26.47,27.33,0,6.81,0.75
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 11H :,2.39691,-3.29532,-16.81784,24.17,29.6,20.14,22.78,138.96,26.63,58.73,-115.37,-2.24,-34.21,20.14,22.78,29.6,0,9.46,-0.44
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 14H :,2.4252,-1.57784,-15.50033,26.29,22.91,29.48,26.47,97.84,57.51,11.4,-73.1,-29.77,14.98,22.91,26.47,29.48,0,6.57,0.08
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 15H :,2.68791,-0.21348,-15.39687,27.74,34.86,25.1,23.25,137.19,35.41,57.84,-110.55,-2.4,-34.28,23.25,25.1,34.86,0,11.61,-0.68
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 18H :,2.98968,0.34051,-16.28164,23.51,27.94,22.72,19.86,123.32,86.56,35.45,-101.48,-64.99,-8.35,19.86,22.72,27.94,0,8.08,-0.29
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 20H :,2.57849,0.43438,-14.17723,23.89,20.05,26.03,25.58,35.12,81.74,104.07,-9.79,-55.75,-83.74,20.05,25.58,26.03,0,5.98,0.85
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 22H :,2.82822,1.48929,-14.10622,23.79,23.25,19.81,28.31,116.21,24.56,68.15,-93.19,3.19,-47.54,19.81,23.25,28.31,0,8.5,-0.19
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 29H :,2.14561,-0.24168,-13.06379,27.39,34.49,24.72,22.95,128.15,6.84,24.95,-100.0,24.0,-1.79,22.95,24.72,34.49,0,11.54,-0.69
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 30H :,2.02109,0.28044,-12.11936,27.02,23.21,27.63,30.21,0.53,93.88,51.88,26.8,-68.41,-23.63,23.21,27.63,30.21,0,7.0,0.26
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 33H :,1.85668,-1.6211,-13.12241,24.01,29.45,22.52,20.06,130.11,28.36,4.04,-105.88,-4.24,19.65,20.06,22.52,29.45,0,9.39,-0.48
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 35H :,1.26442,-2.28521,-11.89554,24.55,20.22,26.15,27.29,86.82,-16.22,11.97,-60.77,40.52,11.33,20.22,26.15,27.29,0,7.07,0.68
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 37H :,1.23472,-3.36627,-12.0504,24.08,29.57,20.11,22.56,-85.89,91.71,18.73,110.73,-68.34,5.3,20.11,22.56,29.57,0,9.46,-0.48
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 40H :,1.91674,-2.09261,-11.03742,27.16,23.52,30.24,27.71,-76.64,65.51,-11.16,100.32,-36.57,40.01,23.52,27.71,30.24,0,6.72,0.25
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 41H :,-0.11608,-1.76989,-11.58662,27.37,34.57,24.67,22.87,-120.88,58.14,-27.15,145.28,-24.38,51.1,22.87,24.67,34.57,0,11.7,-0.69
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 44H :,-0.34726,-0.74504,-10.66249,23.64,28.15,22.92,19.86,-87.23,-26.31,63.82,108.29,50.12,-37.75,19.86,22.92,28.15,0,8.29,-0.26
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 46H :,0.48968,-0.37756,-10.07614,23.85,19.99,25.99,25.56,70.41,-16.26,-73.4,-45.12,42.25,93.66,19.99,25.56,25.99,0,6.0,0.85
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 48H :,-1.61623,-0.22215,-10.4753,23.61,28.1,22.98,19.75,67.14,-44.14,-5.99,-40.83,66.26,28.4,19.75,22.98,28.1,0,8.35,-0.23
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 53H :,-1.78286,0.55559,-9.73755,18.25,36.24,12.18,6.32,-50.79,2.74,101.04,58.84,8.31,-65.4,6.32,12.18,36.24,0,29.92,-0.61
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 55H :,-2.67282,-0.71904,-11.20753,30.28,25.24,29.71,35.88,-11.55,34.54,106.57,37.42,-4.05,-72.09,25.24,29.71,35.88,0,10.64,-0.16
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 56H :,-3.67284,-0.32653,-11.04041,31.36,46.82,23.99,23.28,-9.74,41.65,148.84,-125.48,33.73,5.09,23.28,23.99,46.82,0,23.54,-0.94
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 58H :,-2.50759,-1.75085,-12.13052,19.44,35.59,14.9,7.83,134.52,51.63,60.3,-122.72,-41.33,-24.09,7.83,14.9,35.59,0,27.76,-0.49
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 60H :,-1.21105,-2.26606,-12.34584,30.26,25.21,29.74,35.82,103.21,78.43,23.5,-76.85,-47.5,9.97,25.21,29.74,35.82,0,10.61,-0.15
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 61H :,2.06614,-2.26271,-14.33433,31.34,46.93,23.87,23.21,112.36,99.18,-22.78,45.99,-78.98,-61.77,23.21,23.87,46.93,0,23.72,-0.94
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 62H :,-3.05617,-3.70143,-15.43508,26.37,37.38,19.46,22.27,24.96,49.81,63.43,-42.63,-13.07,-3.4,19.46,22.27,37.38,0,17.92,-0.69
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 63H :,-0.20716,-3.15713,-16.57412,23.91,34.35,22.23,15.16,86.59,36.63,14.11,-53.37,-14.65,2.42,15.16,22.23,34.35,0,19.19,-0.26
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 64H :,-3.64618,-2.26946,-12.97424,27.56,42.16,19.23,21.3,78.06,-22.41,14.31,-37.71,43.46,6.98,19.23,21.3,42.16,0,22.93,-0.82
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 65H :,-4.58558,-2.02912,-12.46536,23.71,34.77,14.19,22.18,12.48,60.77,38.41,17.56,-41.04,-17.04,14.19,22.18,34.77,0,20.58,-0.22
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 2C :,-3.63086,-3.36289,-13.04152,152.2,134.77,164.48,157.34,318.46,189.13,228.85,-166.4,-24.94,-88.52,134.77,157.34,164.48,0,29.71,0.52
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 5C :,-3.67186,-1.63971,-14.35326,47.7,162.69,21.49,-41.09,312.81,257.35,284.17,-107.44,-288.39,-315.4,-41.09,21.49,162.69,0,203.78,-0.39
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 6C :,-3.9616,-0.28059,-14.4534,42.35,165.86,-65.48,26.67,203.73,314.34,293.59,-57.4,-367.33,-259.87,-65.48,26.67,165.86,0,231.34,-0.2
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 8C :,-4.26639,0.26235,-13.56389,54.67,177.37,-53.16,39.8,231.18,326.28,280.78,-77.12,-263.27,-333.84,-53.16,39.8,177.37,0,230.53,-0.19
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 10C :,-3.86508,0.37227,-15.67146,40.92,166.3,24.37,-67.9,235.64,335.97,288.05,-113.44,-349.4,-274.06,-67.9,24.37,166.3,0,234.2,-0.21
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 12C :,-4.13466,1.42199,-15.74103,46.8,164.13,-37.67,13.93,227.38,289.26,260.54,-70.46,-326.51,-239.82,-37.67,13.93,164.13,0,201.8,-0.49
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 13C :,-3.41889,-0.29236,-16.78652,152.49,133.78,165.19,158.5,333.02,243.29,265.95,-168.54,-85.49,-130.76,133.78,158.5,165.19,0,31.41,0.57
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 16C :,-3.30176,0.23385,-17.72915,40.29,162.88,-36.93,-5.09,331.68,241.23,259.88,-82.82,-364.71,-264.39,-36.93,-5.09,162.88,0,199.81,-0.68
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 17C :,-3.10266,-1.66591,-16.73126,43.83,-59.74,33.54,157.7,341.64,283.5,259.64,-376.27,-252.0,-125.0,-59.74,33.54,157.7,0,217.44,-0.14
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 19C :,-2.49736,-2.31516,-17.95972,52.99,177.16,36.29,-54.48,320.33,245.55,279.91,-101.98,-283.3,-301.54,-54.48,36.29,177.16,0,231.64,-0.22
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 21C :,-2.47907,-3.407,-17.86462,48.32,-52.84,39.62,158.19,346.03,257.83,268.16,-376.98,-109.59,-240.48,-52.84,39.62,158.19,0,211.03,-0.12
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 23C :,-3.14888,-2.11605,-18.81737,44.22,-41.01,15.59,158.09,322.5,260.15,279.09,-350.83,-257.07,-121.16,-41.01,15.59,158.09,0,199.1,-0.43
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 24C :,-1.12737,-1.77181,-18.26735,26.49,121.76,31.77,-74.05,245.19,338.47,309.97,-182.64,-296.59,-334.93,-74.05,31.77,121.76,0,195.81,0.08
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 25C :,-0.91658,-0.74033,-19.18898,21.43,111.32,-66.35,19.32,208.18,285.79,255.15,-97.78,-328.19,-258.88,-66.35,19.32,111.32,0,177.67,-0.04
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 28C :,-1.75776,-0.38293,-19.77633,153.06,135.41,164.98,158.79,197.95,321.82,269.94,-158.08,-59.76,-112.69,135.41,158.79,164.98,0,29.57,0.58
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 31C :,0.34176,-0.19192,-19.37488,45.16,164.07,13.26,-41.86,284.63,195.45,232.18,-56.03,-221.22,-299.52,-41.86,13.26,164.07,0,205.93,-0.46
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 32C :,0.49023,0.59144,-20.11041,40.5,166.3,-66.51,21.71,320.92,216.54,264.45,-116.47,-259.78,-304.15,-66.51,21.71,166.3,0,232.81,-0.24
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 34C :,1.40802,-0.66952,-18.64383,50.82,178.66,-57.83,31.63,319.69,196.66,245.77,-55.69,-336.0,-217.96,-57.83,31.63,178.66,0,236.49,-0.24
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 36C :,2.40209,-0.26185,-18.80495,41.34,166.82,22.44,-65.25,162.01,333.75,254.73,-44.19,-374.83,-207.45,-65.25,22.44,166.82,0,232.07,-0.24
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 38C :,1.26331,-1.70665,-17.72336,45.82,163.82,-41.86,15.49,196.54,308.4,355.41,-114.46,-271.61,-336.84,-41.86,15.49,163.82,0,205.68,-0.44
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 39C :,-0.02275,-2.248,-17.50932,153.93,136.23,166.16,159.39,145.74,273.71,226.01,16.51,-114.66,-85.53,136.23,159.39,166.16,0,29.93,0.55
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 42C :,-3.29932,-2.31449,-15.5209,42.36,158.11,-42.9,11.87,290.36,228.53,203.52,-291.04,-239.13,-65.17,-42.9,11.87,158.11,0,201.01,-0.46
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 43C :,-0.634,-1.63327,-14.92549,45.58,-57.01,35.7,158.04,167.18,216.48,294.87,-311.91,-168.42,-61.47,-57.01,35.7,158.04,0,215.05,-0.14
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 45C :,-0.61955,-2.12075,-14.04083,52.46,177.39,35.05,-55.05,286.75,248.12,224.46,-47.89,-213.01,-341.03,-55.05,35.05,177.39,0,232.44,-0.22
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 47C :,-0.34639,0.34638,-16.01492,46.07,-55.59,35.99,157.81,195.69,293.41,240.42,-304.18,-205.02,-82.12,-55.59,35.99,157.81,0,213.4,-0.14
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 49C :,-0.35573,1.35022,-16.04481,44.3,163.19,-31.94,1.66,215.77,261.25,291.0,-92.0,-241.21,-301.9,-31.94,1.66,163.19,0,195.13,-0.66
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 50C :,-0.07021,-0.14149,-16.85674,27.41,-74.07,34.25,122.05,130.55,237.98,297.13,-19.05,-210.43,-353.94,-74.07,34.25,122.05,0,196.12,0.1
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 51C :,-0.64706,-0.31677,-14.92389,27.25,-66.01,106.03,41.72,140.12,289.58,307.04,-71.98,-224.86,-358.17,-66.01,41.72,106.03,0,172.04,0.25
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 57C :,-0.16135,-2.10342,-15.68304,30.23,134.16,-29.98,-13.5,332.62,245.69,262.94,-112.06,-355.3,-283.21,-29.98,-13.5,134.16,0,164.14,-0.8
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 52N :,-0.9608,0.33763,-13.83124,125.28,204.42,65.72,105.71,306.63,354.28,428.82,-112.81,-260.97,-340.11,65.72,105.71,204.42,0,138.7,-0.42
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 54N :,-0.9621,1.34135,-13.79599,166.63,113.9,187.09,198.91,217.24,332.29,419.5,-29.15,-180.9,-259.08,113.9,187.09,198.91,0,85.01,0.72
KLaL_cation_pi_RCCE_opt_neg1p2.xyz,Nucleus 59N :,-1.16151,-0.15861,-12.97253,166.17,113.15,187.81,197.54,421.95,308.81,377.66,-233.54,-253.72,-122.65,113.15,187.81,197.54,0,84.39,0.77
KLaL_cation_pi_RCCE_opt_neg1p1.xyz,Nucleus 3H :,1.85056,-3.65399,-14.42354,27.52,34.62,24.79,23.16,-83.55,78.93,20.59,109.75,-48.65,5.51,23.16,24.79,34.62,0,11.46,-0.71
KLaL_cation_pi_RCCE_opt_neg1p1.xyz,Nucleus 4H :,-1.00867,-3.16908,-13.28325,26.89,23.16,27.55,29.97,-61.15,12.44,96.89,86.28,15.5,-69.28,23.16,27.55,29.97,0,6.81,0.29
KLaL_cation_pi_RCCE_opt_neg1p1.xyz,Nucleus 7H :,2.41198,-2.20461,-16.88088,24.24,29.59,22.96,20.18,-55.22,60.01,97.0,79.98,-34.98,-74.05,20.18,22.96,29.59,0,9.41,-0.41
KLaL_cation_pi_RCCE_opt_neg1p1.xyz,Nucleus 9H :,3.34765,-1.9455,-17.38756,24.77,20.53,26.48,27.31,11.43,82.09,65.33,14.44,-56.05,-42.92,20.53,26.48,27.31,0,6.78,0.76
KLaL_cation_pi_RCCE_opt_neg1p1.xyz,Nucleus 11H :,2.39691,-3.29532,-16.81784,24.18,29.56,20.14,22.83,139.77,27.06,58.52,-116.14,-2.74,-33.96,20.14,22.83,29.56,0,9.42,-0.43
KLaL_cation_pi_RCCE_opt_neg1p1.xyz,Nucleus 14H :,2.4252,-1.57784,-15.50033,26.28,22.9,29.47,26.46,97.71,58.41,12.01,-73.02,-30.66,14.38,22.9,26.46,29.47,0,6.57,0.08
KLaL_cation_pi_RCCE_opt_neg1p1.xyz,Nucleus 15H :,2.68791,-0.21348,-15.39687,27.75,34.9,25.09,23.27,137.32,35.45,57.83,-110.68,-2.4,-34.27,23.27,25.09,34.9,0,11.63,-0.69
KLaL_cation_pi_RCCE_opt_neg1p1.xyz,Nucleus 18H :,2.98968,0.34051,-16.28164,23.52,27.94,22.73,19.88,123.77,86.69,35.51,-101.88,-65.13,-8.41,19.88,22.73,27.94,0,8.06,-0.29
KLaL_cation_pi_RCCE_opt_neg1p1.xyz,Nucleus 20H :,2.57849,0.43438,-14.17723,23.92,20.08,26.03,25.66,35.13,82.67,104.0,-9.72,-56.67,-83.65,20.08,25.66,26.03,0,5.95,0.88
